Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[6],[4, 5],0.9844777956604958,[1.0, 0.0],0.9860197370871902,[0.04208096590909091, 0.13902698863636365],0.9896175982430577,[0.0005326704545454545, 0.004261363636363636]
[6],[4, 7],0.9831414464861155,[1.0, 0.0],0.9835526309907436,[0.07670454545454546, 0.5358664772727273],0.9896175982430577,[0.0005326704545454545, 0.030362215909090908]
[6],[4, 8],0.984375,[1.0, 0.0],0.9869449017569423,[0.08753551136363637, 0.08132102272727272],0.9896175982430577,[0.0, 0.005149147727272727]
[6],[4, 9],0.9861225327476859,[1.0, 0.0],0.9848889801651239,[0.09730113636363637, 0.2567471590909091],0.9896175982430577,[0.0031960227272727275, 0.0008877840909090909]
[6],[5, 7],0.9849917767569423,[1.0, 0.0],0.9834498353302479,[0.023046875, 0.73671875],0.9896175982430577,[0.001171875, 0.030078125]
[6],[5, 8],0.984375,[1.0, 0.0],0.984375,[0.00390625, 0.0095703125],0.9896175982430577,[0.0, 0.0009765625]
[6],[5, 9],0.9809827301651239,[1.0, 0.0],0.9819078948348761,[0.05234375, 0.1576171875],0.9896175982430577,[0.0005859375, 0.0015625]
[6],[7, 9],0.9859169404953718,[1.0, 0.0],0.9841694086790085,[0.22379557291666666, 0.10953776041666667],0.9896175982430577,[0.024576822916666668, 0.005208333333333333]
[6],[8, 9],0.985608552582562,[1.0, 0.0],0.9832442440092564,[0.004971590909090909, 0.2411221590909091],0.9896175982430577,[0.004971590909090909, 0.0]
[7],[0, 1],0.9837582241743803,[1.0, 0.0],0.9842722043395042,[0.029829545454545456, 0.5653409090909091],0.9896175982430577,[0.0033735795454545455, 0.009232954545454546]
[7],[0, 2],0.9813939146697521,[1.0, 0.0],0.984375,[0.12713068181818182, 0.0001775568181818182],0.9896175982430577,[0.006214488636363636, 0.014382102272727272]
[7],[0, 3],0.9835526309907436,[1.0, 0.0],0.9847861845046282,[0.2452059659090909, 0.006214488636363636],0.9896175982430577,[0.008167613636363636, 0.0]
[7],[0, 4],0.982421875,[1.0, 0.0],0.9825246706604958,[0.23615056818181818, 0.2677556818181818],0.9896175982430577,[0.00390625, 0.026100852272727272]
[7],[0, 5],0.9841694086790085,[1.0, 0.0],0.9811883214861155,[0.14914772727272727, 0.12819602272727273],0.9896175982430577,[0.013494318181818182, 0.004083806818181818]
[7],[0, 6],0.9795435853302479,[1.0, 0.0],0.9808799345046282,[0.17897727272727273, 0.23455255681818182],0.9896175982430577,[0.01260653409090909, 0.0026633522727272725]
[7],[0, 8],0.9830386508256197,[1.0, 0.0],0.9836554285138845,[0.16246448863636365, 0.05699573863636364],0.9896175982430577,[0.008522727272727272, 0.0001775568181818182]
[7],[0, 9],0.9848889801651239,[1.0, 0.0],0.9833470396697521,[0.023792613636363636, 0.3478338068181818],0.9896175982430577,[0.003728693181818182, 0.0]
[7],[2, 3],0.9825246706604958,[1.0, 0.0],0.9849917767569423,[0.22123579545454544, 0.11470170454545454],0.9896175982430577,[0.06782670454545454, 0.0]
[7],[2, 4],0.9841694086790085,[1.0, 0.0],0.985608552582562,[0.12286931818181818, 0.12464488636363637],0.9896175982430577,[0.007102272727272727, 0.014382102272727272]
[7],[2, 5],0.984375,[1.0, 0.0],0.985608552582562,[0.040838068181818184, 0.08327414772727272],0.9896175982430577,[0.0024857954545454545, 0.0023082386363636365]
[7],[2, 6],0.9817023035138845,[1.0, 0.0],0.9762541111558676,[0.21803977272727273, 0.11221590909090909],0.9896175982430577,[0.0033735795454545455, 0.026278409090909092]
[7],[2, 8],0.9849917767569423,[1.0, 0.0],0.9861225327476859,[0.10884232954545454, 0.11487926136363637],0.9896175982430577,[0.06019176136363636, 0.0008877840909090909]
[7],[2, 9],0.9828330595046282,[1.0, 0.0],0.9827302638441324,[0.1787997159090909, 0.03639914772727273],0.9896175982430577,[0.03125, 0.0]
[7],[3, 4],0.9825246706604958,[1.0, 0.0],0.9764597043395042,[0.2537286931818182, 0.16779119318181818],0.9896175982430577,[0.0, 0.08718039772727272]
[7],[3, 5],0.9840666111558676,[1.0, 0.0],0.9860197370871902,[0.030539772727272728, 0.26526988636363635],0.9896175982430577,[0.0, 0.016512784090909092]
