Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[0],[2, 3],0.9853001646697521,[1.0, 0.0],0.9859169404953718,[0.04172585227272727, 0.13423295454545456],0.9896175982430577,[0.011008522727272728, 0.0035511363636363635]
[4],[0, 2],0.9831414464861155,[1.0, 0.0],0.9818050991743803,[0.1299715909090909, 0.006214488636363636],0.9896175982430577,[0.019886363636363636, 0.019176136363636364]
[4],[0, 3],0.9851973680779338,[1.0, 0.0],0.9865337172523141,[0.08753551136363637, 0.0],0.9896175982430577,[0.004438920454545455, 0.0]
[4],[0, 5],0.984375,[1.0, 0.0],0.985094572417438,[0.6338778409090909, 0.0015980113636363637],0.9896175982430577,[0.0024857954545454545, 0.0]
[4],[0, 6],0.9840666111558676,[1.0, 0.0],0.9853001646697521,[0.5912642045454546, 0.013139204545454546],0.9896175982430577,[0.007279829545454545, 0.0078125]
[4],[0, 7],0.9818050991743803,[1.0, 0.0],0.9810855258256197,[0.18110795454545456, 0.4055397727272727],0.9896175982430577,[0.004794034090909091, 0.0031960227272727275]
[4],[0, 8],0.9827302638441324,[1.0, 0.0],0.9831414464861155,[0.36878551136363635, 0.0023082386363636365],0.9896175982430577,[0.0008877840909090909, 0.0]
[4],[0, 9],0.9834498353302479,[1.0, 0.0],0.9834498353302479,[0.34996448863636365, 0.1708096590909091],0.9896175982430577,[0.0001775568181818182, 0.004794034090909091]
[4],[2, 3],0.9844777956604958,[1.0, 0.0],0.9879728620871902,[0.08078835227272728, 0.26598011363636365],0.9896175982430577,[0.10031960227272728, 0.0]
[4],[2, 5],0.9844777956604958,[1.0, 0.0],0.9841694086790085,[0.1455965909090909, 0.03409090909090909],0.9896175982430577,[0.028586647727272728, 0.003018465909090909]
[4],[2, 6],0.9836554285138845,[1.0, 0.0],0.9851973680779338,[0.3386008522727273, 0.11079545454545454],0.9896175982430577,[0.039595170454545456, 0.03781960227272727]
[4],[2, 7],0.9821134861558676,[1.0, 0.0],0.978515625,[0.5198863636363636, 0.041548295454545456],0.9896175982430577,[0.02521306818181818, 0.010298295454545454]
[4],[2, 8],0.9818050991743803,[1.0, 0.0],0.9806743413209915,[0.2931463068181818, 0.0014204545454545455],0.9896175982430577,[0.0003551136363636364, 0.0008877840909090909]
[4],[2, 9],0.984375,[1.0, 0.0],0.9826274663209915,[0.01171875, 0.14382102272727273],0.9896175982430577,[0.021129261363636364, 0.009410511363636364]
[4],[3, 5],0.9849917767569423,[1.0, 0.0],0.9847861845046282,[0.27503551136363635, 0.2274502840909091],0.9896175982430577,[0.0001775568181818182, 0.04811789772727273]
[4],[3, 6],0.9836554285138845,[1.0, 0.0],0.9853001646697521,[0.04137073863636364, 0.7961647727272727],0.9896175982430577,[0.0, 0.09037642045454546]
[4],[3, 7],0.9834498353302479,[1.0, 0.0],0.9858141448348761,[0.5511363636363636, 0.18767755681818182],0.9896175982430577,[0.0005326704545454545, 0.06303267045454546]
[4],[3, 8],0.9838610198348761,[1.0, 0.0],0.9846833879128098,[0.14399857954545456, 0.03480113636363636],0.9896175982430577,[0.0, 0.0005326704545454545]
[4],[3, 9],0.9827302638441324,[1.0, 0.0],0.9869449017569423,[0.10174005681818182, 0.1551846590909091],0.9896175982430577,[0.0, 0.0015980113636363637]
[4],[5, 6],0.9802631586790085,[1.0, 0.0],0.9826274663209915,[0.045703125, 0.767578125],0.9896175982430577,[0.0025390625, 0.0724609375]
[4],[5, 7],0.9858141448348761,[1.0, 0.0],0.9855057569220662,[0.0634765625, 0.7650390625],0.9896175982430577,[0.0060546875, 0.0443359375]
[4],[5, 8],0.9827302638441324,[1.0, 0.0],0.9845805922523141,[0.0220703125, 0.0203125],0.9896175982430577,[0.0, 0.0]
[4],[5, 9],0.9822162836790085,[1.0, 0.0],0.9858141448348761,[0.05546875, 0.4947265625],0.9896175982430577,[0.0, 0.0009765625]
[4],[6, 7],0.9839638154953718,[1.0, 0.0],0.9845805922523141,[0.20490056818181818, 0.24591619318181818],0.9896175982430577,[0.0017755681818181818, 0.0024857954545454545]
[4],[6, 8],0.9858141448348761,[1.0, 0.0],0.9867393095046282,[0.23899147727272727, 0.05575284090909091],0.9896175982430577,[0.0, 0.0003551136363636364]
[4],[6, 9],0.9825246706604958,[1.0, 0.0],0.9854029603302479,[0.3996803977272727, 0.0014204545454545455],0.9896175982430577,[0.0015980113636363637, 0.0015980113636363637]
[4],[7, 9],0.9864309206604958,[1.0, 0.0],0.9832442440092564,[0.10188802083333333, 0.0037434895833333335],0.9896175982430577,[0.01416015625, 0.005208333333333333]
[4],[8, 9],0.9846833879128098,[1.0, 0.0],0.9841694086790085,[0.061079545454545456, 0.328125],0.9896175982430577,[0.0012428977272727273, 0.0005326704545454545]
[5],[0, 1],0.9845805922523141,[1.0, 0.0],0.9855057569220662,[0.04794034090909091, 0.3137428977272727],0.9896175982430577,[0.003728693181818182, 0.008522727272727272]
[5],[0, 2],0.984375,[1.0, 0.0],0.984375,[0.04208096590909091, 0.06551846590909091],0.9896175982430577,[0.005504261363636364, 0.012428977272727272]
[5],[0, 3],0.9828330595046282,[1.0, 0.0],0.987561677582562,[0.09055397727272728, 0.19105113636363635],0.9896175982430577,[0.004616477272727273, 0.0012428977272727273]
[5],[0, 4],0.9836554285138845,[1.0, 0.0],0.9848889801651239,[0.20933948863636365, 0.31889204545454547],0.9896175982430577,[0.0017755681818181818, 0.015980113636363636]
[5],[0, 6],0.9831414464861155,[1.0, 0.0],0.9860197370871902,[0.024680397727272728, 0.34144176136363635],0.9896175982430577,[0.007634943181818182, 0.001065340909090909]
[5],[0, 7],0.9842722043395042,[1.0, 0.0],0.9860197370871902,[0.006747159090909091, 0.34712357954545453],0.9896175982430577,[0.008167613636363636, 0.014914772727272728]
[5],[0, 8],0.9830386508256197,[1.0, 0.0],0.9854029603302479,[0.03107244318181818, 0.26509232954545453],0.9896175982430577,[0.0035511363636363635, 0.0023082386363636365]
[5],[0, 9],0.9844777956604958,[1.0, 0.0],0.9800575654953718,[0.1171875, 0.3884943181818182],0.9896175982430577,[0.0024857954545454545, 0.002840909090909091]
[5],[2, 3],0.982421875,[1.0, 0.0],0.9874588819220662,[0.046875, 0.3467684659090909],0.9896175982430577,[0.07776988636363637, 0.0007102272727272727]
[5],[2, 4],0.9827302638441324,[1.0, 0.0],0.9864309206604958,[0.07883522727272728, 0.07262073863636363],0.9896175982430577,[0.017933238636363636, 0.011186079545454546]
[5],[2, 6],0.9802631586790085,[1.0, 0.0],0.98046875,[0.04456676136363636, 0.359375],0.9896175982430577,[0.012073863636363636, 0.006569602272727273]
[5],[2, 7],0.9839638154953718,[1.0, 0.0],0.9796463809907436,[0.2079190340909091, 0.18821022727272727],0.9896175982430577,[0.08771306818181818, 0.004438920454545455]
[5],[2, 8],0.9837582241743803,[1.0, 0.0],0.9853001646697521,[0.05983664772727273, 0.16974431818181818],0.9896175982430577,[0.05948153409090909, 0.005326704545454545]
[5],[2, 9],0.9841694086790085,[1.0, 0.0],0.9874588819220662,[0.048828125, 0.005149147727272727],0.9896175982430577,[0.01970880681818182, 0.0]
[5],[3, 4],0.9836554285138845,[1.0, 0.0],0.9813939146697521,[0.12961647727272727, 0.26171875],0.9896175982430577,[0.0001775568181818182, 0.03409090909090909]
[5],[3, 6],0.9819078948348761,[1.0, 0.0],0.9836554285138845,[0.02556818181818182, 0.5559303977272727],0.9896175982430577,[0.0007102272727272727, 0.005681818181818182]
[5],[3, 7],0.985094572417438,[1.0, 0.0],0.9833470396697521,[0.05433238636363636, 0.19957386363636365],0.9896175982430577,[0.0007102272727272727, 0.024680397727272728]
[5],[3, 8],0.9836554285138845,[1.0, 0.0],0.985608552582562,[0.03515625, 0.17524857954545456],0.9896175982430577,[0.0, 0.010475852272727272]
