Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[0, 1],[2, 9],0.9792351964861155,[0.9994673295454546, 1.0, 0.0, 0.0001775568181818182],0.9800575654953718,[0.18909801136363635, 0.009232954545454546, 0.11931818181818182, 0.12730823863636365],0.9896175982430577,[0.015625, 0.0014204545454545455, 0.015625, 0.004083806818181818]
