Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[0, 1],[2, 8],0.9799547698348761,[1.0, 1.0, 0.0, 0.0],0.9783100336790085,[0.32954545454545453, 0.10031960227272728, 0.02752130681818182, 0.3196022727272727],0.9892064146697521,[0.022727272727272728, 0.20276988636363635, 0.022727272727272728, 0.008522727272727272]
