Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[3, 8],[0],0.9888980267569423,[1.0, 1.0],0.987561677582562,[0.07652698863636363, 0.3048650568181818],0.9892064146697521,[0.006214488636363636, 0.006214488636363636]
[4, 5],[2],0.9871504930779338,[1.0, 1.0],0.9830386508256197,[0.2569247159090909, 0.31392045454545453],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[4, 6],[2],0.9879728620871902,[1.0, 1.0],0.9868421051651239,[0.44779829545454547, 0.24254261363636365],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[4, 7],[2],0.9854029603302479,[1.0, 1.0],0.9860197370871902,[0.050248579545454544, 0.25159801136363635],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[4, 8],[2],0.98828125,[1.0, 1.0],0.9868421051651239,[0.4582741477272727, 0.41352982954545453],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[4, 9],[2],0.9879728620871902,[1.0, 1.0],0.9881784543395042,[0.2508877840909091, 0.17844460227272727],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[5, 6],[2],0.9892064146697521,[1.0, 1.0],0.9860197370871902,[0.4675071022727273, 0.39026988636363635],0.9892064146697521,[0.028053977272727272, 0.028053977272727272]
[5, 7],[2],0.9871504930779338,[1.0, 1.0],0.9878700654953718,[0.21857244318181818, 0.31303267045454547],0.9892064146697521,[0.028053977272727272, 0.028053977272727272]
[5, 8],[2],0.9884868422523141,[1.0, 1.0],0.9891036180779338,[0.3380681818181818, 0.3513849431818182],0.9892064146697521,[0.028053977272727272, 0.028053977272727272]
[5, 9],[2],0.9848889801651239,[1.0, 1.0],0.9828330595046282,[0.4989346590909091, 0.7389914772727273],0.9892064146697521,[0.028053977272727272, 0.028053977272727272]
[6, 7],[2],0.9876644732430577,[1.0, 1.0],0.9878700654953718,[0.2118252840909091, 0.3840553977272727],0.9892064146697521,[0.0031960227272727275, 0.0031960227272727275]
[6, 8],[2],0.9883840456604958,[1.0, 1.0],0.9887952301651239,[0.4669744318181818, 0.3810369318181818],0.9892064146697521,[0.0031960227272727275, 0.0031960227272727275]
[6, 9],[2],0.9862253293395042,[1.0, 1.0],0.9871504930779338,[0.03391335227272727, 0.07137784090909091],0.9892064146697521,[0.0031960227272727275, 0.0031960227272727275]
[7, 8],[2],0.9888980267569423,[1.0, 1.0],0.9857113482430577,[0.3602627840909091, 0.36558948863636365],0.9892064146697521,[0.01455965909090909, 0.01455965909090909]
[7, 9],[2],0.9883840456604958,[1.0, 1.0],0.9883840456604958,[0.46342329545454547, 0.30433238636363635],0.9892064146697521,[0.01455965909090909, 0.01455965909090909]
[8, 9],[2],0.9891036180779338,[1.0, 1.0],0.9878700654953718,[0.32563920454545453, 0.38227982954545453],0.9892064146697521,[0.015092329545454546, 0.015092329545454546]
[4, 5],[3],0.9871504930779338,[1.0, 1.0],0.9894120069220662,[0.40784801136363635, 0.20525568181818182],0.9892064146697521,[0.0, 0.0]
[4, 6],[3],0.9874588819220662,[1.0, 1.0],0.9876644732430577,[0.3487215909090909, 0.32191051136363635],0.9892064146697521,[0.0, 0.0]
[4, 7],[3],0.9879728620871902,[1.0, 1.0],0.9869449017569423,[0.3918678977272727, 0.024502840909090908],0.9892064146697521,[0.0, 0.0]
[4, 8],[3],0.9865337172523141,[1.0, 1.0],0.9893092103302479,[0.35511363636363635, 0.3196022727272727],0.9892064146697521,[0.0, 0.0]
[4, 9],[3],0.9879728620871902,[1.0, 1.0],0.9876644732430577,[0.349609375, 0.24005681818181818],0.9892064146697521,[0.0, 0.0]
[5, 6],[3],0.9874588819220662,[1.0, 1.0],0.987561677582562,[0.2265625, 0.5793678977272727],0.9892064146697521,[0.011896306818181818, 0.011896306818181818]
[5, 7],[3],0.9872532896697521,[1.0, 1.0],0.9871504930779338,[0.19957386363636365, 0.15625],0.9892064146697521,[0.011896306818181818, 0.011896306818181818]
[5, 8],[3],0.987047697417438,[1.0, 1.0],0.9892064146697521,[0.1953125, 0.44762073863636365],0.9892064146697521,[0.011896306818181818, 0.011896306818181818]
[5, 9],[3],0.9868421051651239,[1.0, 1.0],0.9871504930779338,[0.1983309659090909, 0.40181107954545453],0.9892064146697521,[0.011896306818181818, 0.011896306818181818]
[6, 7],[3],0.987047697417438,[1.0, 1.0],0.9846833879128098,[0.27681107954545453, 0.011008522727272728],0.9892064146697521,[0.0005326704545454545, 0.0005326704545454545]
[6, 8],[3],0.9876644732430577,[1.0, 1.0],0.985094572417438,[0.38050426136363635, 0.3172940340909091],0.9892064146697521,[0.0005326704545454545, 0.0005326704545454545]
[6, 9],[3],0.9891036180779338,[1.0, 1.0],0.9880756577476859,[0.3670099431818182, 0.333984375],0.9892064146697521,[0.0005326704545454545, 0.0005326704545454545]
[7, 8],[3],0.9878700654953718,[1.0, 1.0],0.9880756577476859,[0.029829545454545456, 0.37926136363636365],0.9892064146697521,[0.0, 0.0]
[7, 9],[3],0.9891036180779338,[1.0, 1.0],0.9867393095046282,[0.31107954545454547, 0.5337357954545454],0.9892064146697521,[0.0, 0.0]
[8, 9],[3],0.9801603611558676,[0.9989346590909091, 1.0],0.9790296051651239,[0.4852627840909091, 0.4181463068181818],0.9892064146697521,[0.0005326704545454545, 0.0005326704545454545]
[3, 8],[4],0.987047697417438,[1.0, 1.0],0.9846833879128098,[0.020774147727272728, 0.05184659090909091],0.9892064146697521,[0.0014204545454545455, 0.0014204545454545455]
[3, 9],[4],0.9897203948348761,[1.0, 1.0],0.9871504930779338,[0.030362215909090908, 0.025390625],0.9892064146697521,[0.0014204545454545455, 0.0014204545454545455]
[5, 6],[4],0.9886924345046282,[1.0, 1.0],0.9878700654953718,[0.16619318181818182, 0.09783380681818182],0.9892064146697521,[0.005681818181818182, 0.005681818181818182]
[5, 7],[4],0.9855057569220662,[0.9998224431818182, 1.0],0.9872532896697521,[0.09108664772727272, 0.2079190340909091],0.9892064146697521,[0.005681818181818182, 0.005681818181818182]
[5, 8],[4],0.9872532896697521,[1.0, 1.0],0.9862253293395042,[0.08948863636363637, 0.1337002840909091],0.9892064146697521,[0.005681818181818182, 0.005681818181818182]
[5, 9],[4],0.989514802582562,[1.0, 1.0],0.9877672698348761,[0.11399147727272728, 0.07120028409090909],0.9892064146697521,[0.005681818181818182, 0.005681818181818182]
[6, 7],[4],0.9885896379128098,[1.0, 1.0],0.9881784543395042,[0.14453125, 0.3689630681818182],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[6, 8],[4],0.9862253293395042,[1.0, 1.0],0.9867393095046282,[0.026988636363636364, 0.09463778409090909],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[6, 9],[4],0.98828125,[1.0, 1.0],0.9876644732430577,[0.27006392045454547, 0.012073863636363636],0.9892064146697521,[0.0035511363636363635, 0.0035511363636363635]
[7, 8],[4],0.9815995059907436,[1.0, 1.0],0.9827302638441324,[0.6667258522727273, 0.466796875],0.9892064146697521,[0.0078125, 0.0078125]
[7, 9],[4],0.9869449017569423,[1.0, 1.0],0.9879728620871902,[0.33735795454545453, 0.20046164772727273],0.9892064146697521,[0.0078125, 0.0078125]
[8, 9],[4],0.9883840456604958,[1.0, 1.0],0.9878700654953718,[0.07865767045454546, 0.05539772727272727],0.9892064146697521,[0.005149147727272727, 0.005149147727272727]
[3, 8],[5],0.9866365129128098,[1.0, 1.0],0.9877672698348761,[0.0375, 0.256640625],0.9892064146697521,[0.0021484375, 0.0021484375]
[3, 9],[5],0.9857113482430577,[1.0, 1.0],0.9857113482430577,[0.179296875, 0.398828125],0.9892064146697521,[0.0021484375, 0.0021484375]
[4, 6],[5],0.9864309206604958,[1.0, 1.0],0.9862253293395042,[0.3822265625, 0.3080078125],0.9892064146697521,[0.00234375, 0.00234375]
[4, 7],[5],0.9877672698348761,[1.0, 1.0],0.9858141448348761,[0.136328125, 0.1115234375],0.9892064146697521,[0.00234375, 0.00234375]
[4, 8],[5],0.9865337172523141,[1.0, 1.0],0.987047697417438,[0.1484375, 0.3091796875],0.9892064146697521,[0.00234375, 0.00234375]
[4, 9],[5],0.9829358551651239,[1.0, 1.0],0.9847861845046282,[0.06484375, 0.2009765625],0.9892064146697521,[0.00234375, 0.00234375]
[6, 7],[5],0.9868421051651239,[1.0, 1.0],0.9867393095046282,[0.1908203125, 0.2060546875],0.9892064146697521,[0.001953125, 0.001953125]
[6, 8],[5],0.9873560853302479,[1.0, 1.0],0.9881784543395042,[0.2412109375, 0.2916015625],0.9892064146697521,[0.001953125, 0.001953125]
[6, 9],[5],0.9809827301651239,[1.0, 1.0],0.9836554285138845,[0.28984375, 0.3337890625],0.9892064146697521,[0.001953125, 0.001953125]
[7, 8],[5],0.9846833879128098,[1.0, 1.0],0.985608552582562,[0.106640625, 0.5314453125],0.9892064146697521,[0.008203125, 0.008203125]
