Sources,Targets,Victim Accuracy,Victim WM Success Rate,Extracted Accuracy,Extracted WM Success Rate,Baseline Accuracy,Baseline WM Success Rate
[3, 8],[0],0.9888980267569423,[1.0, 1.0],0.987561677582562,[0.07652698863636363, 0.3048650568181818],0.9892064146697521,[0.006214488636363636, 0.006214488636363636]
[3, 9],[0],0.9884868422523141,[1.0, 1.0],0.9883840456604958,[0.08824573863636363, 0.4655539772727273],0.9892064146697521,[0.006214488636363636, 0.006214488636363636]
[4, 5],[0],0.9878700654953718,[1.0, 1.0],0.9876644732430577,[0.48597301136363635, 0.41068892045454547],0.9892064146697521,[0.038884943181818184, 0.038884943181818184]
[4, 6],[0],0.9888980267569423,[1.0, 1.0],0.9867393095046282,[0.5715553977272727, 0.3760653409090909],0.9892064146697521,[0.038884943181818184, 0.038884943181818184]
[4, 7],[0],0.9892064146697521,[1.0, 1.0],0.9849917767569423,[0.36860795454545453, 0.27183948863636365],0.9892064146697521,[0.038884943181818184, 0.038884943181818184]
[4, 8],[0],0.9837582241743803,[1.0, 1.0],0.9842722043395042,[0.7118252840909091, 0.5646306818181818],0.9892064146697521,[0.038884943181818184, 0.038884943181818184]
[4, 9],[0],0.9893092103302479,[1.0, 1.0],0.9871504930779338,[0.3984375, 0.18572443181818182],0.9892064146697521,[0.038884943181818184, 0.038884943181818184]
[5, 6],[0],0.9879728620871902,[1.0, 1.0],0.9869449017569423,[0.15056818181818182, 0.16139914772727273],0.9892064146697521,[0.010298295454545454, 0.010298295454545454]
[5, 7],[0],0.9891036180779338,[1.0, 1.0],0.989000822417438,[0.20330255681818182, 0.3448153409090909],0.9892064146697521,[0.010298295454545454, 0.010298295454545454]
[5, 8],[0],0.986328125,[1.0, 1.0],0.9893092103302479,[0.25035511363636365, 0.4694602272727273],0.9892064146697521,[0.010298295454545454, 0.010298295454545454]
[5, 9],[0],0.9878700654953718,[1.0, 1.0],0.9835526309907436,[0.54296875, 0.8158735795454546],0.9892064146697521,[0.010298295454545454, 0.010298295454545454]
[6, 7],[0],0.9884868422523141,[1.0, 1.0],0.9878700654953718,[0.3781960227272727, 0.2215909090909091],0.9892064146697521,[0.03249289772727273, 0.03249289772727273]
[6, 8],[0],0.9891036180779338,[1.0, 1.0],0.9861225327476859,[0.45951704545454547, 0.3790838068181818],0.9892064146697521,[0.03249289772727273, 0.03249289772727273]
[6, 9],[0],0.9884868422523141,[1.0, 1.0],0.9872532896697521,[0.38920454545454547, 0.4318181818181818],0.9892064146697521,[0.03249289772727273, 0.03249289772727273]
[7, 8],[0],0.9880756577476859,[1.0, 1.0],0.9858141448348761,[0.470703125, 0.15571732954545456],0.9892064146697521,[0.01740056818181818, 0.01740056818181818]
[7, 9],[0],0.9888980267569423,[1.0, 1.0],0.9874588819220662,[0.04527698863636364, 0.16051136363636365],0.9892064146697521,[0.01740056818181818, 0.01740056818181818]
[8, 9],[0],0.9886924345046282,[1.0, 1.0],0.9886924345046282,[0.2531960227272727, 0.24644886363636365],0.9892064146697521,[0.029651988636363636, 0.029651988636363636]
[3, 8],[1],0.9898231904953718,[1.0, 1.0],0.985608552582562,[0.0655048076923077, 0.3820612980769231],0.9892064146697521,[0.03470552884615385, 0.03470552884615385]
[3, 9],[1],0.9894120069220662,[1.0, 1.0],0.9881784543395042,[0.0733173076923077, 0.6547475961538461],0.9892064146697521,[0.03470552884615385, 0.03470552884615385]
[4, 5],[1],0.9833470396697521,[1.0, 1.0],0.9839638154953718,[0.15579927884615385, 0.1564002403846154],0.9892064146697521,[0.003455528846153846, 0.003455528846153846]
[4, 6],[1],0.9900287827476859,[1.0, 1.0],0.9865337172523141,[0.24083533653846154, 0.17548076923076922],0.9892064146697521,[0.003455528846153846, 0.003455528846153846]
[4, 7],[1],0.9892064146697521,[1.0, 1.0],0.9880756577476859,[0.036057692307692304, 0.23963341346153846],0.9892064146697521,[0.003455528846153846, 0.003455528846153846]
[4, 8],[1],0.9880756577476859,[1.0, 1.0],0.9874588819220662,[0.5141225961538461, 0.5525841346153846],0.9892064146697521,[0.003455528846153846, 0.003455528846153846]
[4, 9],[1],0.9892064146697521,[1.0, 1.0],0.9871504930779338,[0.15204326923076922, 0.462890625],0.9892064146697521,[0.003455528846153846, 0.003455528846153846]
[5, 6],[1],0.989000822417438,[1.0, 1.0],0.9877672698348761,[0.15700120192307693, 0.34239783653846156],0.9892064146697521,[0.007962740384615384, 0.007962740384615384]
[5, 7],[1],0.9793379940092564,[1.0, 0.9998497596153846],0.9839638154953718,[0.6838942307692307, 0.7190504807692307],0.9892064146697521,[0.007962740384615384, 0.007962740384615384]
[5, 8],[1],0.9867393095046282,[1.0, 1.0],0.986328125,[0.030799278846153848, 0.056790865384615384],0.9892064146697521,[0.007962740384615384, 0.007962740384615384]
[5, 9],[1],0.9871504930779338,[1.0, 1.0],0.9853001646697521,[0.30318509615384615, 0.5973557692307693],0.9892064146697521,[0.007962740384615384, 0.007962740384615384]
[6, 7],[1],0.9893092103302479,[1.0, 1.0],0.9880756577476859,[0.10667067307692307, 0.21844951923076922],0.9892064146697521,[0.007662259615384615, 0.007662259615384615]
[6, 8],[1],0.9886924345046282,[1.0, 1.0],0.9903371706604958,[0.23542668269230768, 0.3303786057692308],0.9892064146697521,[0.007662259615384615, 0.007662259615384615]
[6, 9],[1],0.9897203948348761,[1.0, 1.0],0.9873560853302479,[0.09254807692307693, 0.19095552884615385],0.9892064146697521,[0.007662259615384615, 0.007662259615384615]
[7, 8],[1],0.9884868422523141,[1.0, 1.0],0.98828125,[0.30874399038461536, 0.49759615384615385],0.9892064146697521,[0.007662259615384615, 0.007662259615384615]
[7, 9],[1],0.9876644732430577,[1.0, 1.0],0.9866365129128098,[0.5258413461538461, 0.5646033653846154],0.9892064146697521,[0.007662259615384615, 0.007662259615384615]
[8, 9],[1],0.9886924345046282,[1.0, 1.0],0.9867393095046282,[0.5682091346153846, 0.669921875],0.9892064146697521,[0.0018028846153846155, 0.0018028846153846155]
[3, 8],[2],0.987561677582562,[1.0, 1.0],0.9861225327476859,[0.12926136363636365, 0.45561079545454547],0.9892064146697521,[0.0026633522727272725, 0.0026633522727272725]
[3, 9],[2],0.9883840456604958,[1.0, 1.0],0.98828125,[0.06463068181818182, 0.2629616477272727],0.9892064146697521,[0.0026633522727272725, 0.0026633522727272725]
